respid,pv01,wghtpew,german,eastwest,dg03,yborn,sex,educ,inc,land,dg10,pv01_raw,y_afd_any,y_afd_vote,is_eligible_party_answer,is_voter_intent_sample
2735,-8,1.2524284086434012,1,1,4,1991,1,5,-9,30,7,-8,,,0,0
2736,3,0.5011444524580629,2,2,-10,1963,1,4,6750,150,95,3,0,0,1,1
2737,-8,1.2075648348440184,1,1,4,1972,2,5,4000,90,8,-8,,,0,0
2738,6,0.5408545025487828,1,2,1,1957,2,4,1250,112,14,6,0,0,1,1
2739,6,0.5011444524580629,1,2,1,1952,2,5,2600,160,17,6,0,0,1,1
2740,2,1.2038247711023997,1,1,4,1995,1,5,2414,90,2,2,0,0,1,1
2741,2,1.2075648348440184,1,1,4,1964,2,3,300,100,10,2,0,0,1,1
2742,-8,1.2524284086434012,1,1,4,1960,1,3,3750,80,1,-8,,,0,0
2743,3,1.2075648348440184,1,1,4,1947,2,2,1875,80,1,3,0,0,1,1
2744,4,1.2075648348440184,1,1,4,1949,2,2,450,30,7,4,0,0,1,1
2745,42,0.5011444524580629,1,2,1,1962,2,3,2000,160,17,42,1,1,1,1
2746,3,1.2524284086434012,1,1,2,1975,2,3,1300,80,15,3,0,0,1,1
2747,-9,0.5408545025487828,1,2,3,1959,1,3,-50,120,4,-9,,,0,0
2748,1,1.2075648348440184,1,1,4,1993,2,3,600,90,2,1,0,0,1,1
2749,4,1.2038247711023997,1,1,4,1986,1,5,3000,80,1,4,0,0,1,1
2750,2,1.2038247711023997,1,1,4,1989,2,5,2200,30,7,2,0,0,1,1
2751,90,1.2075648348440184,1,1,4,2000,2,4,1350,80,1,90,0,0,1,1
2752,-50,1.2524284086434012,3,1,-10,2002,2,5,750,80,95,-50,,,0,0
2753,91,1.2524284086434012,1,1,4,1980,2,3,900,90,8,91,0,,1,0
2754,-8,0.5011444524580629,1,2,1,1975,2,4,2375,150,16,-8,,,0,0
2755,2,0.5011444524580629,1,2,1,1987,2,3,800,130,14,2,0,0,1,1
2756,1,1.2075648348440184,2,1,4,2000,1,5,-9,80,1,1,0,0,1,1
2757,1,0.5445972257083529,1,2,1,1979,2,5,938,120,12,1,0,0,1,1
2758,3,1.2038247711023997,1,1,4,1953,1,4,3500,50,8,3,0,0,1,1
2759,4,1.2075648348440184,1,1,4,1965,2,5,3200,90,6,4,0,0,1,1
2760,4,1.2075648348440184,1,1,4,1957,1,3,2375,90,2,4,0,0,1,1
2761,1,1.2075648348440184,1,1,4,1951,1,2,2875,60,2,1,0,0,1,1
2762,4,1.2075648348440184,1,1,4,1998,1,5,800,80,1,4,0,0,1,1
2763,6,0.5011444524580629,1,2,1,1991,2,3,1050,120,12,6,0,0,1,1
2764,42,0.5011444524580629,1,2,1,1965,2,5,1350,112,13,42,1,1,1,1
2765,42,1.2524284086434012,1,1,4,1966,1,4,2375,50,6,42,1,1,1,1
2766,1,1.2038247711023997,1,1,2,1951,2,3,1875,50,16,1,0,0,1,1
2767,1,1.2038247711023997,1,1,-10,1937,1,4,-7,30,18,1,0,0,1,1
2768,1,1.2038247711023997,3,1,4,1946,1,3,1313,60,6,1,0,0,1,1
2769,90,0.5011444524580629,1,2,1,1964,2,3,420,150,13,90,0,0,1,1
2770,1,1.2524284086434012,1,1,4,1952,1,5,5000,50,8,1,0,0,1,1
2771,4,1.2524284086434012,1,1,4,1947,2,3,-9,60,6,4,0,0,1,1
2772,-7,1.2075648348440184,1,1,4,1952,1,2,-9,50,8,-7,,,0,0
2773,6,1.2038247711023997,1,1,4,2003,1,3,1800,30,7,6,0,0,1,1
2774,-8,0.5408545025487828,1,2,1,1965,2,3,1600,150,16,-8,,,0,0
2775,42,1.2038247711023997,1,1,2,1968,2,3,2875,90,15,42,1,1,1,1
2776,91,0.5408545025487828,1,2,1,1970,2,3,-50,130,14,91,0,,1,0
2777,4,1.2524284086434012,1,1,2,1945,2,5,1875,50,17,4,0,0,1,1
2778,90,0.5445972257083529,1,2,1,2000,1,5,350,112,13,90,0,0,1,1
2779,1,0.5408545025487828,1,2,1,1946,1,3,1063,120,12,1,0,0,1,1
2780,2,1.2038247711023997,1,1,4,1996,2,4,2300,70,9,2,0,0,1,1
2781,2,0.5011444524580629,1,2,1,1953,1,5,2500,120,12,2,0,0,1,1
2782,-8,1.2075648348440184,1,1,4,1973,2,5,520,20,5,-8,,,0,0
2783,-9,0.5408545025487828,1,2,1,-9,1,-9,-9,150,16,-9,,,0,0
2784,42,0.5011444524580629,1,2,1,1968,2,5,400,140,15,42,1,1,1,1
2785,4,0.5445972257083529,1,2,3,1992,1,4,2125,140,1,4,0,0,1,1
2786,1,1.2075648348440184,1,1,4,1962,2,3,1313,90,8,1,0,0,1,1
2787,1,1.2524284086434012,1,1,4,1968,1,3,4250,50,8,1,0,0,1,1
2788,-9,1.2524284086434012,1,1,4,1965,2,5,-9,70,9,-9,,,0,0
2789,1,1.2075648348440184,1,1,2,1951,1,3,1438,70,16,1,0,0,1,1
2790,-8,1.2075648348440184,1,1,4,1955,2,4,1625,50,8,-8,,,0,0
2791,42,1.2524284086434012,1,1,4,1979,1,2,2500,30,7,42,1,1,1,1
2792,2,1.2038247711023997,1,1,4,1947,2,5,3750,60,2,2,0,0,1,1
2793,6,0.5408545025487828,1,2,3,1989,2,5,1700,120,2,6,0,0,1,1
2794,6,0.5445972257083529,1,2,1,2004,2,7,-50,140,15,6,0,0,1,1
2795,4,1.2524284086434012,1,1,4,1980,2,4,-50,50,7,4,0,0,1,1
2796,4,1.2524284086434012,1,1,4,1995,2,5,1500,50,5,4,0,0,1,1
2797,-7,0.5408545025487828,1,2,1,1933,1,2,-9,150,16,-7,,,0,0
2798,90,1.2038247711023997,1,1,4,2003,1,5,-50,80,1,90,0,0,1,1
2799,1,1.2075648348440184,2,1,-10,1963,2,4,-9,50,95,1,0,0,1,1
2800,91,1.2038247711023997,3,1,-10,1991,2,3,350,50,95,91,0,,1,0
2801,1,1.2075648348440184,1,1,4,1963,2,5,3700,50,8,1,0,0,1,1
2802,1,1.2075648348440184,1,1,4,2001,1,5,550,50,8,1,0,0,1,1
2803,1,1.2038247711023997,1,1,4,1966,2,5,3750,20,7,1,0,0,1,1
2804,1,0.5011444524580629,1,2,3,1939,1,2,2000,120,7,1,0,0,1,1
2805,2,1.2075648348440184,1,1,4,1950,1,4,2300,60,6,2,0,0,1,1
2806,-7,1.2524284086434012,1,1,4,1948,2,2,350,60,6,-7,,,0,0
2807,4,1.2524284086434012,1,1,4,1967,1,5,4750,20,11,4,0,0,1,1
2808,-8,1.2075648348440184,1,1,4,1981,2,5,1700,60,6,-8,,,0,0
2809,-8,1.2524284086434012,1,1,4,1986,1,3,2200,50,8,-8,,,0,0
2810,4,1.2524284086434012,1,1,4,1988,2,4,1100,90,2,4,0,0,1,1
2811,-8,1.2038247711023997,1,1,-10,1966,2,1,938,50,95,-8,,,0,0
2812,2,1.2524284086434012,1,1,4,1954,1,3,-9,50,8,2,0,0,1,1
2813,-7,1.2038247711023997,1,1,2,1939,2,2,1063,90,16,-7,,,0,0
2814,2,1.2524284086434012,1,1,4,1968,1,5,4500,111,8,2,0,0,1,1
2815,4,1.2524284086434012,1,1,4,1966,1,3,4250,60,6,4,0,0,1,1
2816,4,1.2524284086434012,2,1,4,1964,2,4,5000,80,2,4,0,0,1,1
2817,42,0.5011444524580629,1,2,1,1962,2,2,1000,150,16,42,1,1,1,1
2818,1,1.2524284086434012,1,1,-10,1942,2,2,800,30,95,1,0,0,1,1
2819,42,1.2075648348440184,3,1,-10,1959,1,2,502,90,95,42,1,1,1,1
2820,1,1.2075648348440184,1,1,4,1965,1,-33,-9,90,2,1,0,0,1,1
2821,3,1.2075648348440184,1,1,4,1993,1,3,2875,50,8,3,0,0,1,1
2822,90,1.2524284086434012,1,1,4,1949,1,4,3000,90,4,90,0,0,1,1
2823,6,0.5408545025487828,1,2,3,1998,2,5,520,140,6,6,0,0,1,1
2824,42,0.5445972257083529,1,2,1,1964,1,5,1625,140,15,42,1,1,1,1
2825,4,1.2038247711023997,2,1,4,1986,1,5,-7,90,7,4,0,0,1,1
2826,-50,1.2524284086434012,3,1,-10,1990,1,5,2625,60,95,-50,,,0,0
2827,1,1.2038247711023997,1,1,4,1950,1,4,3000,50,8,1,0,0,1,1
2828,4,1.2524284086434012,1,1,4,1975,1,5,1400,70,9,4,0,0,1,1
2829,2,1.2038247711023997,1,1,4,1959,2,-33,2375,90,9,2,0,0,1,1
2830,-8,0.5408545025487828,1,2,1,1952,1,3,1438,120,12,-8,,,0,0
2831,2,1.2075648348440184,1,1,4,2003,2,5,520,50,8,2,0,0,1,1
2832,1,1.2075648348440184,1,1,4,1982,1,5,4000,50,8,1,0,0,1,1
2833,1,1.2038247711023997,1,1,4,1980,2,4,2625,50,8,1,0,0,1,1
2834,1,1.2038247711023997,1,1,4,1933,2,2,2875,80,1,1,0,0,1,1
2835,4,1.2038247711023997,1,1,-32,1983,2,4,1188,50,-42,4,0,0,1,1
2836,-50,1.2524284086434012,3,1,-10,1992,1,2,2000,30,95,-50,,,0,0
2837,4,1.2075648348440184,1,1,4,1961,1,5,2300,30,8,4,0,0,1,1
2838,4,1.2075648348440184,1,1,4,1979,1,5,3660,50,8,4,0,0,1,1
2839,6,1.2075648348440184,1,1,4,1969,2,3,-50,50,8,6,0,0,1,1
2840,1,0.5011444524580629,1,2,1,2001,2,5,2875,140,15,1,0,0,1,1
2841,1,1.2075648348440184,1,1,-32,1969,2,5,-9,90,-9,1,0,0,1,1
2842,1,1.2075648348440184,1,1,4,1947,2,3,2730,90,2,1,0,0,1,1
2843,4,0.5445972257083529,1,2,1,1967,2,5,3750,120,13,4,0,0,1,1
2844,-8,1.2038247711023997,1,1,4,1995,1,3,2100,90,2,-8,,,0,0
2845,-50,1.2524284086434012,3,1,-10,1971,2,3,1000,30,95,-50,,,0,0
2846,4,1.2524284086434012,1,1,4,1948,1,5,3500,50,8,4,0,0,1,1
2847,2,1.2038247711023997,1,1,4,1964,2,2,813,90,2,2,0,0,1,1
2848,-8,1.2075648348440184,1,1,4,1955,2,-41,1188,111,4,-8,,,0,0
2849,91,1.2524284086434012,1,1,-10,1969,2,3,520,50,95,91,0,,1,0
2850,4,0.5445972257083529,1,2,1,1968,1,3,1800,120,12,4,0,0,1,1
2851,4,1.2075648348440184,1,1,2,1941,1,2,1313,80,12,4,0,0,1,1
2852,-9,1.2038247711023997,1,1,4,1993,1,-9,-9,60,6,-9,,,0,0
2853,-8,0.5445972257083529,1,2,1,1934,1,3,1625,120,12,-8,,,0,0
2854,2,1.2075648348440184,1,1,4,1967,2,3,1900,60,6,2,0,0,1,1
2855,-7,0.5445972257083529,1,2,1,1945,1,-33,1188,150,16,-7,,,0,0
2856,1,0.5445972257083529,1,2,1,1959,2,4,2125,140,15,1,0,0,1,1
2857,91,1.2038247711023997,1,1,4,1933,2,4,938,50,8,91,0,,1,0
2858,1,1.2038247711023997,1,1,4,1930,2,2,1438,70,9,1,0,0,1,1
2859,42,0.5011444524580629,1,2,3,1963,1,5,3200,120,7,42,1,1,1,1
2860,42,0.5445972257083529,1,2,3,1994,1,4,3250,120,7,42,1,1,1,1
2861,-7,1.2038247711023997,1,1,4,1996,2,3,1875,30,7,-7,,,0,0
2862,2,1.2038247711023997,1,1,4,1989,2,5,2875,80,9,2,0,0,1,1
2863,2,1.2524284086434012,1,1,4,1959,2,5,1400,111,11,2,0,0,1,1
2864,-8,1.2075648348440184,1,1,4,1985,2,3,2900,20,5,-8,,,0,0
2865,-9,1.2524284086434012,1,1,4,1955,1,3,-9,70,9,-9,,,0,0
2866,4,1.2524284086434012,2,1,-10,1998,2,5,1000,50,95,4,0,0,1,1
2867,-8,1.2038247711023997,1,1,4,1956,2,3,1063,60,8,-8,,,0,0
2868,2,1.2038247711023997,1,1,4,1952,1,4,2800,80,1,2,0,0,1,1
2869,6,0.5445972257083529,1,2,1,1963,2,3,1063,160,17,6,0,0,1,1
2870,-9,1.2075648348440184,3,1,-10,1983,3,3,-9,50,95,-9,,,0,0
2871,3,1.2075648348440184,1,1,4,2001,1,5,1300,30,7,3,0,0,1,1
2872,2,1.2524284086434012,1,1,4,1958,1,5,2625,80,8,2,0,0,1,1
2873,42,1.2524284086434012,1,1,-10,1960,1,3,2125,90,95,42,1,1,1,1
2874,2,1.2524284086434012,3,1,-10,1950,2,5,-32,60,95,2,0,0,1,1
2875,42,0.5445972257083529,1,2,1,1954,2,3,1188,160,17,42,1,1,1,1
2876,3,1.2038247711023997,1,1,4,1979,1,2,3850,90,2,3,0,0,1,1
2877,3,1.2075648348440184,1,1,4,1977,1,3,3600,80,1,3,0,0,1,1
2878,4,0.5011444524580629,1,2,1,1977,2,4,2300,120,12,4,0,0,1,1
2879,3,0.5011444524580629,1,2,1,1987,1,3,1550,130,14,3,0,0,1,1
2880,90,1.2075648348440184,1,1,4,1947,2,2,2125,10,7,90,0,0,1,1
2881,-8,1.2075648348440184,3,1,-10,1976,2,5,-50,50,95,-8,,,0,0
2882,4,1.2075648348440184,1,1,4,1964,1,5,15000,40,3,4,0,0,1,1
2883,4,1.2038247711023997,1,1,4,1963,2,5,1625,80,1,4,0,0,1,1
2884,-7,1.2075648348440184,1,1,4,2003,2,7,250,60,6,-7,,,0,0
2885,4,1.2075648348440184,3,1,-10,1985,1,5,5500,60,95,4,0,0,1,1
2886,42,1.2038247711023997,1,1,4,1967,1,3,1625,60,6,42,1,1,1,1
2887,1,0.5011444524580629,1,2,1,1960,2,3,1500,140,15,1,0,0,1,1
2888,2,0.5011444524580629,1,2,1,1952,2,3,938,150,17,2,0,0,1,1
2889,-7,1.2038247711023997,1,1,-32,1934,1,3,2375,60,-9,-7,,,0,0
2890,2,1.2075648348440184,1,1,2,1956,2,5,1625,90,15,2,0,0,1,1
2891,1,1.2038247711023997,1,1,4,1947,1,4,2375,50,8,1,0,0,1,1
2892,2,1.2524284086434012,1,1,4,1967,1,2,2600,60,6,2,0,0,1,1
2893,4,1.2524284086434012,1,1,4,1986,2,4,2100,50,8,4,0,0,1,1
2894,42,1.2075648348440184,1,1,4,1987,1,3,1625,10,11,42,1,1,1,1
2895,-9,1.2075648348440184,1,1,4,1962,1,2,-9,50,9,-9,,,0,0
2896,-50,0.5011444524580629,3,2,-10,1995,2,5,909,112,95,-50,,,0,0
2897,1,1.2524284086434012,1,1,4,1970,2,5,4100,30,7,1,0,0,1,1
2898,91,0.5445972257083529,1,2,1,1941,2,4,2125,120,12,91,0,,1,0
2899,2,0.5445972257083529,1,2,1,1952,1,3,1875,140,15,2,0,0,1,1
2900,4,1.2038247711023997,1,1,4,1955,1,5,8750,60,6,4,0,0,1,1
2901,1,1.2038247711023997,1,1,4,1938,1,1,2875,30,7,1,0,0,1,1
2902,6,0.5011444524580629,1,2,1,1953,1,3,1250,160,17,6,0,0,1,1
2903,3,0.5408545025487828,1,2,1,1987,2,5,2625,140,15,3,0,0,1,1
2904,-7,0.5445972257083529,1,2,3,1984,2,5,-9,120,2,-7,,,0,0
2905,4,1.2038247711023997,1,1,4,1966,1,4,3250,30,7,4,0,0,1,1
2906,2,1.2524284086434012,1,1,4,1952,1,3,2500,30,7,2,0,0,1,1
2907,-9,1.2075648348440184,3,1,-10,1981,1,-9,-9,50,95,-9,,,0,0
2908,42,0.5445972257083529,1,2,1,1956,2,3,1188,140,15,42,1,1,1,1
2909,-8,1.2075648348440184,1,1,4,1988,2,5,3000,60,6,-8,,,0,0
2910,42,0.5408545025487828,1,2,1,1987,1,3,2750,120,12,42,1,1,1,1
2911,2,1.2038247711023997,1,1,4,1980,1,3,2300,50,8,2,0,0,1,1
2912,42,1.2075648348440184,1,1,4,1997,2,3,1500,50,8,42,1,1,1,1
2913,2,0.5445972257083529,1,2,1,1949,2,3,2375,150,16,2,0,0,1,1
2914,4,1.2524284086434012,1,1,4,1949,1,5,2500,111,8,4,0,0,1,1
2915,4,1.2038247711023997,1,1,4,1960,1,3,2500,10,11,4,0,0,1,1
2916,4,1.2038247711023997,1,1,4,2002,2,5,1380,30,7,4,0,0,1,1
2917,4,1.2075648348440184,1,1,4,1964,1,5,4000,50,8,4,0,0,1,1
2918,1,0.5408545025487828,1,2,1,1939,1,5,2125,140,15,1,0,0,1,1
2919,-7,1.2038247711023997,1,1,4,1980,2,3,350,30,7,-7,,,0,0
2920,2,1.2075648348440184,1,1,4,1949,2,2,1188,90,2,2,0,0,1,1
2921,91,1.2075648348440184,1,1,4,1976,1,5,-9,80,7,91,0,,1,0
2922,-7,1.2075648348440184,1,1,4,1964,2,5,-50,90,2,-7,,,0,0
2923,2,1.2524284086434012,1,1,4,1949,1,4,1875,20,11,2,0,0,1,1
2924,-7,1.2038247711023997,1,1,4,1971,2,5,1063,50,8,-7,,,0,0
2925,-8,0.5011444524580629,1,2,1,1957,2,3,750,140,15,-8,,,0,0
2926,1,1.2038247711023997,1,1,4,1983,1,3,2125,90,2,1,0,0,1,1
2927,-8,1.2038247711023997,1,1,4,1993,2,5,2625,30,1,-8,,,0,0
2928,2,1.2524284086434012,1,1,4,1954,1,2,1625,80,1,2,0,0,1,1
2929,-8,1.2038247711023997,1,1,4,1977,1,5,4250,80,1,-8,,,0,0
2930,42,0.5408545025487828,1,2,1,1980,1,3,1438,160,17,42,1,1,1,1
2931,1,1.2038247711023997,2,1,4,1964,1,5,4250,60,7,1,0,0,1,1
2932,3,1.2038247711023997,1,1,4,1985,1,5,4000,50,8,3,0,0,1,1
2933,3,1.2075648348440184,1,1,4,1961,1,5,6100,50,8,3,0,0,1,1
2934,6,0.5011444524580629,1,2,1,2003,2,3,-9,130,14,6,0,0,1,1
2935,42,1.2524284086434012,1,1,4,1992,2,3,1350,30,7,42,1,1,1,1
2936,-9,1.2524284086434012,1,1,4,1942,1,5,-9,30,7,-9,,,0,0
2937,-8,1.2524284086434012,1,1,4,1944,2,3,500,60,9,-8,,,0,0
2938,2,0.5408545025487828,1,2,1,1953,2,5,-9,130,14,2,0,0,1,1
2939,4,1.2038247711023997,2,1,-10,1989,2,3,2300,111,95,4,0,0,1,1
2940,1,1.2038247711023997,1,1,4,1978,1,5,3500,111,6,1,0,0,1,1
2941,-8,0.5408545025487828,1,2,1,1967,2,3,-9,150,16,-8,,,0,0
2942,-8,0.5408545025487828,1,2,-10,1976,2,3,2000,140,18,-8,,,0,0
2943,3,1.2038247711023997,1,1,4,1954,1,4,3000,90,8,3,0,0,1,1
2944,1,0.5011444524580629,1,2,1,1969,1,3,1700,150,16,1,0,0,1,1
2945,-8,1.2524284086434012,1,1,4,1979,2,3,250,80,1,-8,,,0,0
2946,2,1.2075648348440184,1,1,4,1995,2,5,1100,111,4,2,0,0,1,1
2947,1,1.2524284086434012,1,1,4,1966,1,5,5500,80,1,1,0,0,1,1
2948,-8,1.2524284086434012,1,1,4,1984,1,4,4000,90,2,-8,,,0,0
2949,-8,0.5011444524580629,1,2,1,1972,2,5,1313,140,15,-8,,,0,0
2950,1,0.5011444524580629,1,2,1,1939,2,2,1800,150,16,1,0,0,1,1
2951,4,1.2038247711023997,1,1,4,1950,1,4,1188,50,8,4,0,0,1,1
2952,3,1.2075648348440184,1,1,4,1992,2,4,1313,50,8,3,0,0,1,1
2953,6,1.2524284086434012,1,1,4,1953,2,5,2625,80,8,6,0,0,1,1
2954,4,1.2075648348440184,1,1,4,1978,2,4,2300,80,2,4,0,0,1,1
2955,90,1.2524284086434012,1,1,4,1998,1,3,3300,90,2,90,0,0,1,1
2956,4,1.2524284086434012,1,1,4,1994,2,5,2200,80,1,4,0,0,1,1
2957,2,1.2075648348440184,1,1,2,2002,2,5,1625,80,12,2,0,0,1,1
2958,3,0.5408545025487828,1,2,1,1976,1,5,3400,130,14,3,0,0,1,1
2959,42,1.2524284086434012,1,1,4,1955,1,2,2250,50,8,42,1,1,1,1
2960,2,1.2524284086434012,1,1,4,1985,1,4,4750,50,8,2,0,0,1,1
2961,4,1.2075648348440184,1,1,4,1993,2,5,-50,80,1,4,0,0,1,1
2962,2,0.5408545025487828,1,2,1,1972,2,5,3700,120,12,2,0,0,1,1
2963,91,1.2075648348440184,1,1,4,1966,2,2,1313,90,2,91,0,,1,0
2964,2,1.2038247711023997,1,1,-10,1931,2,1,1500,111,18,2,0,0,1,1
2965,-50,1.2075648348440184,3,1,-10,1987,1,4,-9,30,95,-50,,,0,0
2966,1,1.2524284086434012,3,1,-10,1969,1,3,2000,30,95,1,0,0,1,1
2967,90,1.2038247711023997,1,1,4,1996,1,5,1313,50,8,90,0,0,1,1
2968,4,1.2075648348440184,1,1,4,1987,2,5,2700,10,11,4,0,0,1,1
2969,6,0.5011444524580629,1,2,1,1953,1,3,1100,112,16,6,0,0,1,1
2970,4,1.2524284086434012,1,1,4,1955,2,5,1625,60,9,4,0,0,1,1
2971,6,1.2075648348440184,1,1,2,1976,2,2,1300,50,12,6,0,0,1,1
2972,3,1.2524284086434012,2,1,-10,1981,1,5,5500,60,95,3,0,0,1,1
2973,1,1.2038247711023997,1,1,4,1974,1,3,3250,90,2,1,0,0,1,1
2974,2,1.2038247711023997,1,1,2,1965,2,3,1625,60,12,2,0,0,1,1
2975,42,0.5408545025487828,1,2,1,1960,1,1,630,150,16,42,1,1,1,1
2976,3,1.2524284086434012,3,1,-10,1992,1,4,1500,100,95,3,0,0,1,1
2977,2,1.2038247711023997,1,1,4,1980,1,2,1900,50,8,2,0,0,1,1
2978,4,1.2038247711023997,1,1,4,1944,1,3,2125,60,1,4,0,0,1,1
2979,-50,1.2038247711023997,3,1,-10,1987,2,5,1188,50,95,-50,,,0,0
2980,2,1.2038247711023997,1,1,4,1951,1,2,3250,50,8,2,0,0,1,1
2981,1,1.2524284086434012,1,1,4,1970,2,3,1250,90,2,1,0,0,1,1
2982,-8,0.5445972257083529,1,2,1,1958,2,3,1313,120,12,-8,,,0,0
2983,3,1.2524284086434012,1,1,4,1980,1,4,3800,90,2,3,0,0,1,1
2984,91,1.2075648348440184,1,1,4,1987,2,3,500,80,1,91,0,,1,0
2985,-8,1.2075648348440184,1,1,4,1970,1,3,3770,111,4,-8,,,0,0
2986,1,1.2524284086434012,2,1,-10,1951,1,3,2000,50,95,1,0,0,1,1
2987,-8,0.5011444524580629,1,2,1,1956,2,3,1200,130,14,-8,,,0,0
2988,1,1.2075648348440184,1,1,4,1974,2,5,2875,80,1,1,0,0,1,1
2989,-8,1.2075648348440184,1,1,4,1975,2,3,5000,60,6,-8,,,0,0
2990,-8,1.2038247711023997,1,1,4,1974,1,2,1438,80,1,-8,,,0,0
2991,-8,0.5408545025487828,1,2,1,1985,2,5,1063,112,13,-8,,,0,0
2992,2,1.2524284086434012,1,1,4,1950,2,4,1500,30,8,2,0,0,1,1
2993,42,1.2075648348440184,1,1,4,1953,1,5,-9,50,3,42,1,1,1,1
2994,4,1.2075648348440184,1,1,4,1969,1,5,4800,60,6,4,0,0,1,1
2995,1,1.2038247711023997,1,1,4,1962,2,3,563,50,8,1,0,0,1,1
2996,4,1.2038247711023997,1,1,4,1968,1,5,2500,50,8,4,0,0,1,1
2997,42,0.5408545025487828,1,2,1,1964,2,3,1400,140,17,42,1,1,1,1
2998,2,1.2038247711023997,1,1,4,1957,1,5,2375,80,9,2,0,0,1,1
2999,91,1.2524284086434012,1,1,4,1946,2,2,1063,60,8,91,0,,1,0
3000,-7,1.2038247711023997,1,1,-10,1931,2,2,1313,50,18,-7,,,0,0
3001,1,0.5445972257083529,1,2,1,1935,1,2,1625,160,17,1,0,0,1,1
3002,4,1.2038247711023997,1,1,-10,1979,1,5,2500,60,95,4,0,0,1,1
3003,6,0.5011444524580629,1,2,1,1967,2,3,1800,130,14,6,0,0,1,1
3004,2,1.2524284086434012,1,1,4,1989,1,5,3000,90,2,2,0,0,1,1
3005,3,1.2524284086434012,1,1,4,2001,1,3,2000,90,2,3,0,0,1,1
3006,6,0.5445972257083529,1,2,1,1964,1,3,2125,140,15,6,0,0,1,1
3007,4,1.2524284086434012,1,1,4,1997,1,4,2400,80,1,4,0,0,1,1
3008,-50,0.5011444524580629,3,2,-10,1993,2,5,2000,120,95,-50,,,0,0
3009,4,1.2524284086434012,1,1,4,1991,2,5,2400,50,8,4,0,0,1,1
3010,1,0.5011444524580629,3,2,-10,1983,2,5,500,120,95,1,0,0,1,1
3011,6,0.5011444524580629,1,2,3,1956,1,5,4500,112,2,6,0,0,1,1
3012,-8,0.5011444524580629,1,2,1,1948,1,5,3000,150,16,-8,,,0,0
3013,4,1.2524284086434012,1,1,4,1968,1,5,3000,50,8,4,0,0,1,1
3014,3,0.5445972257083529,1,2,3,1966,2,5,3250,130,8,3,0,0,1,1
3015,91,1.2075648348440184,3,1,-10,1964,2,1,813,70,95,91,0,,1,0
3016,-9,1.2524284086434012,1,1,4,1968,1,-33,-9,90,2,-9,,,0,0
3017,1,0.5408545025487828,1,2,-32,1991,2,3,2375,140,-42,1,0,0,1,1
3018,2,1.2038247711023997,1,1,4,1963,1,2,1063,70,9,2,0,0,1,1
3019,3,1.2038247711023997,1,1,4,1991,2,4,2375,80,1,3,0,0,1,1
3020,-7,1.2075648348440184,1,1,4,1968,1,3,3250,10,5,-7,,,0,0
3021,-50,1.2524284086434012,3,1,-10,1997,1,4,1875,90,95,-50,,,0,0
3022,1,1.2038247711023997,1,1,4,1988,1,5,3250,70,9,1,0,0,1,1
3023,1,1.2038247711023997,1,1,4,1948,1,2,938,30,7,1,0,0,1,1
3024,4,1.2075648348440184,1,1,4,1963,2,5,1400,90,2,4,0,0,1,1
3025,6,0.5011444524580629,1,2,1,1971,2,3,1700,140,15,6,0,0,1,1
3026,4,1.2038247711023997,1,1,2,1981,1,5,3750,80,15,4,0,0,1,1
3027,-7,1.2038247711023997,1,1,4,1967,2,5,2000,60,6,-7,,,0,0
3028,1,1.2038247711023997,1,1,4,1940,1,4,3750,60,2,1,0,0,1,1
3029,90,1.2038247711023997,1,1,4,1968,2,5,450,90,2,90,0,0,1,1
3030,1,1.2075648348440184,1,1,4,1979,1,4,2875,60,2,1,0,0,1,1
3031,90,1.2038247711023997,1,1,4,1956,2,5,1875,30,7,90,0,0,1,1
3032,-7,1.2075648348440184,1,1,4,1951,1,2,3750,80,1,-7,,,0,0
3033,6,1.2524284086434012,1,1,4,1969,2,2,563,10,5,6,0,0,1,1
3034,2,0.5445972257083529,1,2,1,1967,2,4,2375,120,12,2,0,0,1,1
3035,-7,1.2524284086434012,1,1,4,1963,1,3,4375,60,6,-7,,,0,0
3036,1,1.2524284086434012,1,1,4,1988,1,3,2500,30,7,1,0,0,1,1
3037,1,1.2075648348440184,1,1,4,1978,2,3,1200,90,2,1,0,0,1,1
3038,42,1.2075648348440184,1,1,4,1983,1,4,2875,90,2,42,1,1,1,1
3039,2,1.2038247711023997,1,1,4,1988,1,4,3600,90,2,2,0,0,1,1
3040,4,1.2075648348440184,1,1,4,1971,1,5,5000,70,9,4,0,0,1,1
3041,2,1.2075648348440184,1,1,4,1935,1,2,-50,50,8,2,0,0,1,1
3042,-50,1.2524284086434012,3,1,-10,1961,1,5,4750,80,95,-50,,,0,0
3043,-8,1.2038247711023997,1,1,4,1978,2,5,3750,80,1,-8,,,0,0
3044,4,1.2524284086434012,1,1,4,1968,1,5,2600,50,8,4,0,0,1,1
3045,3,1.2038247711023997,1,1,2,1978,2,5,3700,30,14,3,0,0,1,1
3046,6,0.5011444524580629,1,2,1,1944,2,5,1900,130,14,6,0,0,1,1
3047,2,1.2524284086434012,1,1,4,1993,1,5,4200,70,9,2,0,0,1,1
3048,2,1.2524284086434012,1,1,4,1946,1,2,1200,90,2,2,0,0,1,1
3049,1,1.2524284086434012,1,1,4,1974,1,4,4800,90,2,1,0,0,1,1
3050,4,1.2524284086434012,1,1,4,1987,1,5,3500,60,7,4,0,0,1,1
